Model;acc;val_acc;test_acc
model : layers: [40, 50, 20] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9992424249649048;0.9976253559006024;0.8477962781820194
model : layers: [40, 50, 20] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9997904579690162;0.9974426909912361;0.8099902057157324
model : layers: [40, 50, 20] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9982591892810578;0.9974426909912361;0.9486777669068766
model : layers: [40, 50, 20] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9993230180153149;0.8346881006218895;0.7755142017980047
model : layers: [40, 50, 20] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9983397823698977;0.9683076115392291;0.8043095005130675
model : layers: [40, 50, 20] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9982753078988258;0.9969860289954564;0.8979431929597659
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9996453904091044;0.9981733509063372;0.9318315377081293
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9989361712273132;0.995616042153434;0.8703232125717559
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9989200526095451;0.9971686936271866;0.9304603330185318
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9997904579690162;0.9978993532646517;0.8558276199920871
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: SGD;0.9991940691116008;0.9968033640643148;0.9308521057903241
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: SGD;0.9986943919607933;0.9955247091652542;0.9095004897276405
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: SGD;0.9986299174897214;0.9964380342455822;0.8977473065621939
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: SGD;0.9986943919607933;0.9962553693579913;0.8336924583974945
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adam;0.9980980031033779;0.9966206988990879;0.8417238002075621
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adam;0.9985493244008815;0.9974426907136;0.8771792360664464
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adam;0.9986299174897214;0.9974426909912361;0.9408423114710294
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adam;0.9985976802541855;0.9966206988990879;0.9079333986287953
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.6111057368422385;0.6070874039359654;0.5443682664229984
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.9984203754587376;0.9961640363480361;0.8687561214729107
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.9982753078988258;0.9962553693579913;0.801371204712949
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.9984364940765056;0.9964380339897215;0.8293829579077785
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9991457132582969;0.9968946965407733;0.8381978452614309
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9994519669958886;0.9980820178963821;0.8174338883681115
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9991457132582969;0.9977166883552855;0.8513222331164749
