epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.7898734162879896,1.6680318563368177,0.04747474482195047,0.8852328415559254,1.519652040811222,0.032396048022815635
1,0.9005424969402787,1.4972249750202862,0.028907453849940132,0.9279289557303219,1.4655450226627287,0.024800648736554017
2,0.9352622086297132,1.453113199813265,0.02260520067107122,0.9415917085119115,1.4478029891921518,0.021543268505392673
3,0.9537271472232658,1.4286865559787378,0.019154414338461483,0.9469429609798073,1.437874382847631,0.02077904022397898
4,0.961462734369286,1.4172395219854592,0.01752583243522433,0.9616304269809326,1.4130821368912283,0.017073293178247167
5,0.9675909238501632,1.40849681867757,0.01631452009397708,0.9612888570636983,1.4149293516649413,0.01743472160434928
6,0.9728149575044143,1.4014309965895917,0.015310893399255066,0.9641352662542856,1.409513223175306,0.017481745628644935
7,0.9755877109327924,1.3960029895894375,0.014558901611744746,0.9601502943375544,1.4148715923957125,0.01673483471292292
8,0.978300190831802,1.3921873344578894,0.014008668194636658,0.9656153996305912,1.4062134730412776,0.015189927245233537
9,0.9801286021485155,1.3884543032202588,0.013496504936001257,0.9701696518924395,1.4000534937591578,0.015382178650103695
10,0.9825196006174952,1.3854744071962366,0.013077432971604143,0.9664123924191417,1.406180616746008,0.01632070025607484
11,0.983785422434643,1.383297811053665,0.012768837469668304,0.9651599727756788,1.4078153912548486,0.015160594616612507
12,0.9861965133096168,1.3806165563837458,0.012383380401613832,0.9640214073349889,1.4147220384581924,0.015842117511264478
13,0.9863572526773297,1.379282679403549,0.012205499598428215,0.974268484798309,1.39481755705313,0.014904329326009304
14,0.9884066799929134,1.3769073690399483,0.011867541817939614,0.9742684861555819,1.3942239990161625,0.013886235512688723
15,0.9894313926507077,1.3752446376297736,0.011637429723780702,0.9730160644762095,1.3967533559879546,0.013605562595625741
16,0.9902350892497518,1.3739613912324482,0.011458991740444577,0.9765456088933235,1.3916219064617408,0.012799678575538067
17,0.9908981387673168,1.372372503426268,0.01123908450009265,0.9756347606125907,1.3918048588843848,0.013251383189350744
18,0.9914004491566893,1.3715530403986833,0.011114163410501629,0.9766594684912568,1.3893564803500145,0.013692139691906394
19,0.9923849776492005,1.3700773924834666,0.010906022525006434,0.9779118874221514,1.3877265700633767,0.013116466768359956
20,0.9929073801451667,1.3691401047377982,0.010781031220392371,0.9779118881007879,1.3892707516334601,0.013235176996467164
21,0.993068119213479,1.3687494300756442,0.010729785896508371,0.9764317519760045,1.3906143659151702,0.01373579859187279
22,0.9941732017826742,1.3672649594514465,0.010513236102106726,0.9772287481916693,1.3901423832475224,0.013267044836769142
23,0.9941129246844521,1.3671575583246593,0.010490573625296791,0.9749516240966547,1.39302444056255,0.013814239554042719
24,0.994534865210328,1.3665185510237963,0.010414339269659043,0.9771148919869186,1.3892874338761774,0.013094477794155077
25,0.9948362511205989,1.3657744305905555,0.010299519358604386,0.9782534540344259,1.3897533846596413,0.013754513658130175
26,0.9954792083758821,1.3651913024585411,0.010218642818202018,0.974382340935196,1.396808128455743,0.013979299529643817
27,0.9951577297362645,1.3650121778902433,0.010199066570377838,0.9779118867774468,1.38835472243801,0.012833158576677156
28,0.9955394857495526,1.3647011703148602,0.010152891859103811,0.9792781632364332,1.3863370490484055,0.013234241031170515
29,0.9959413339891945,1.364089783665069,0.010066421399548312,0.9791643083889555,1.3880884777260414,0.012970595654504393
30,0.9960217034934107,1.36368882263284,0.010010694992115321,0.9744961998884246,1.3926385844146068,0.013512143440337621
31,0.9961221655233812,1.3635179621162055,0.009985096761438474,0.9795058749333664,1.386731077540807,0.012382662166908873
32,0.9963431821090762,1.3632768410766414,0.009951806186346768,0.9787088815679749,1.3880150500698973,0.012871930453738427
33,0.9969459542888989,1.3625165981199217,0.009845365967952584,0.9751793358275196,1.391798565562271,0.01274301080830793
34,0.9961623503952494,1.3629935700801905,0.009911841565063076,0.979733586732095,1.385527914590802,0.013510249953703845
35,0.9973478024087806,1.3619394491828778,0.009757338805052682,0.97950587500123,1.3860608743098417,0.013107448420039337
36,0.9972674326051639,1.3617312562065669,0.009727332577474605,0.9782534546791306,1.3885926368173294,0.013190057823103849
37,0.9970464163188693,1.3617670592328548,0.009737087576280511,0.9809860076988991,1.3844584505256428,0.012461356358369573
38,0.9968856768912763,1.3619478272462384,0.009759568338526979,0.9677786688441963,1.4017172565523182,0.015166200291512564
39,0.9976491884986919,1.3611908309881722,0.009655529460634887,0.9806444370487374,1.3851310337619984,0.01258343554361781
40,0.9977697427550162,1.3610023504666877,0.00961967549322898,0.9803028704364628,1.3858076541662405,0.012975384939224848
41,0.997669280904686,1.361188872046851,0.0096541063510883,0.9795058749672982,1.3859873884131124,0.012749476129784849
42,0.9976893731310398,1.3609616028536795,0.009615028292945178,0.9777980285028547,1.3894608887808477,0.01364296542457896
43,0.9976491884388118,1.3609484724666019,0.009620961521149447,0.9782534587848815,1.38609189171733,0.01267480750057219
44,0.9978300201526387,1.360706563045731,0.009585523626454413,0.980986006341626,1.3848939115143604,0.01245495579132818
45,0.9976491884986919,1.3609618343261678,0.0096179840014789,0.9785950253292923,1.385910607803985,0.01265658067288451
46,0.9977898353406505,1.3605972177799817,0.009567689240017713,0.9793920187625474,1.386700138461545,0.012860823689247269
47,0.9982117758665263,1.3601476461838977,0.009493532631361379,0.9795058769692759,1.3866643283872877,0.012663155689273129
48,0.9977094657166742,1.3606488864201964,0.009576993570763147,0.9803028677219168,1.385259581429261,0.012601201513174128
49,0.9980711290245677,1.3602515323013098,0.009516491792700857,0.9789365939774763,1.3865815458218465,0.01284971444232496
50,0.9984327923324613,1.3599379670794816,0.009470332261404707,0.979164307710319,1.3865488158208314,0.013212081570537524
51,0.9980912214305618,1.3602421779768616,0.009520014905911003,0.981441431160629,1.3841034427096872,0.012150397137308784
52,0.998412699806707,1.359781294791651,0.009447563216741398,0.9791643057083413,1.3869128655453524,0.012885318255300308
53,0.9984126999264672,1.3598547993066536,0.009455908363453351,0.9779118847076054,1.388571848185801,0.012884619118346551
54,0.9986136239864081,1.3595393559097741,0.009416045629270996,0.980189014265644,1.386821861434306,0.013053111607624726
55,0.9984126999264672,1.3599320476448438,0.00946778867967084,0.9803028683666215,1.385281885184664,0.012463653684731266
56,0.9984126999264672,1.3598444523858286,0.009454878899651476,0.9800751573483248,1.3847991209508996,0.012491858475882406
57,0.9984930695504435,1.3596079726283368,0.009425654204407741,0.9817830018107907,1.3828201775234326,0.012237430681749885
58,0.9987743632343608,1.3593338528430579,0.009386262479927769,0.9798474449727552,1.387795298066672,0.012446574568383707
59,0.998372515114479,1.3597096634217718,0.009439183535495568,0.9810998639036498,1.3849293803701799,0.012483826708750546
60,0.9986136239864081,1.3593344795481135,0.009386796859048661,0.9814414318392655,1.3846217969087429,0.012537676277116059
61,0.9984126999264672,1.3595567616396984,0.009423079929073723,0.9798474442941187,1.3862392846590346,0.012556628707945211
62,0.9984327923324613,1.359498704104915,0.009407967729847642,0.9792781605218872,1.3873757930167319,0.012738920699244722
63,0.9987743632343608,1.3591226235867409,0.009356637039780019,0.9815552880440163,1.384455614327217,0.01241913876836316
64,0.9984126999264672,1.3594479390074026,0.009401678132940804,0.9808721521727849,1.3859576457564466,0.012735654857316309
65,0.9986939936103844,1.359106021088387,0.009352770026399712,0.9805305808100547,1.3850985352438974,0.012171239099805371
66,0.9987341784223726,1.3592029977855564,0.009367592210803006,0.9810998638697179,1.3835879718742947,0.012342453047571245
67,0.9985332543624317,1.3592872327414052,0.009381978951846653,0.9788227377727257,1.3875127925588318,0.012845941043696296
68,0.9989150100763193,1.3589363768083014,0.009331414449839485,0.9807582931856245,1.385040656059597,0.012518984001805534
69,0.9983122378366166,1.3594065456953732,0.009400523269931871,0.9799613004310058,1.3860949927875859,0.01294995935990699
70,0.9984729771444494,1.3594830260354398,0.0094080863487569,0.9809860070202625,1.3844424240358133,0.012534567462345075
71,0.9988949176703252,1.3590205958839494,0.00934178105980062,0.9787088808554065,1.3867654469647603,0.012747063951298118
72,0.9985734391744199,1.359449902092426,0.009402860250187035,0.9795058776818443,1.3856038945988642,0.012542112060501997
73,0.998814548046349,1.3589708828317704,0.009335539502447057,0.9813275763131513,1.3845834002385686,0.012666929100096043
