epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.761548744667338,0.8391810283343973,0.07115274348350221,0.851211073054552,0.4056977335150066,0.04324817802050847
1,0.8732650058641859,0.35461400517472436,0.037097249416233054,0.8981576701114925,0.2953963060965654,0.030359575964589176
2,0.9102176902614498,0.2621234772888193,0.027031698237974668,0.9260263727833465,0.22798210835502555,0.02278443549832063
3,0.9340000974772144,0.20225955199238937,0.02038118573655532,0.9405218327189254,0.1900634915626028,0.018650620995476295
4,0.946840285813192,0.1641665397242374,0.01644662346228729,0.9552043391257332,0.15435319012530022,0.014360789729483105
5,0.9565446989737476,0.13774347540161264,0.013575791011220546,0.9590386195801757,0.13755341814558286,0.012858527862852447
6,0.9618920295241761,0.12081843342905223,0.011897503515992267,0.9603478894213191,0.1413475577619784,0.012624674444021962
7,0.9655229337914928,0.10898314048730484,0.010773211443439448,0.9610960461644521,0.13423984485452709,0.01224399190207942
8,0.9694179054576839,0.09646182384729479,0.009566829352252138,0.965491446405914,0.1270649245153929,0.01134327623347251
9,0.9705896996569975,0.09168420473351871,0.009071805757943061,0.9639016172286783,0.1232494450900047,0.011619688686093858
10,0.9722731170243731,0.08639982084136646,0.00853487137932942,0.9703544440544165,0.10584793428448044,0.009384513701548537
11,0.9751778413414792,0.0788233851279936,0.007774355468539868,0.9709155582672618,0.10440346193661428,0.009165485650645882
12,0.9758545106670943,0.07534804792548713,0.0074820745654834665,0.9731600206928169,0.09511067138204937,0.008490218196778773
13,0.977306871426304,0.07061473686898612,0.00706928174530522,0.968764613762346,0.11243897255826775,0.010142160578342836
14,0.977917523177198,0.06805684337878562,0.006780176695158461,0.968764613762346,0.10832048699964891,0.00954914319298567
15,0.9784786642011895,0.06757452466903763,0.006760876945547129,0.9736276147553531,0.09196390212766696,0.0082395724510816
16,0.979683463380371,0.06322495899850424,0.006307229291487142,0.9711025974530451,0.10245987922608167,0.009085659005540795
17,0.9792873650777948,0.06238073601051485,0.006401792018538299,0.9717572295865297,0.0992954893618262,0.008941351060170176
18,0.9810202964291735,0.057770700337119126,0.005817310557469227,0.971944270405546,0.10948361626476186,0.009124244794871054
19,0.9807397262363954,0.05683277954767557,0.005816491759749378,0.9725989020206324,0.09953947163080797,0.008656979822957387
