Model;acc;val_acc;test_acc
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9712828714509046;0.965959043216518;0.7392070485106649
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9725371841153427;0.9680164625933873;0.7240822320642626
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9384892148452625;0.9283643525331045;0.7594713656912816
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9405027115524629;0.93584588206005;0.756093979371977
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9611493450841264;0.9608154823690204;0.7027900146317727
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adamax;0.966397652987496;0.9616571536882883;0.7233480176911655
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9767457334498806;0.9672683114244284;0.7261380322529181
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9791718368292921;0.9682034989530641;0.695301027970167
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9722731190439525;0.9649303266188946;0.7133627019614726
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9707712407681972;0.9679229413282433;0.732892804628952
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9493159001152667;0.9447301982339434;0.7252569749841956
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9433744256287605;0.9362199548574422;0.7409691629430796
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.97080425217865;0.9667071916374089;0.7262848752360687
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.9738245020960815;0.9633405030158331;0.7085168868784687
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9747652391983199;0.964930329963399;0.7140969162295393
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9740225527534466;0.9675488679344144;0.7336270190370591
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9701605885146217;0.9589451016595363;0.7312775330921627
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9683451380311554;0.9654914430614094;0.693245227571451
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.945701502976129;0.9417375846394295;0.7170337739144828
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9446452410556234;0.9379033008404826;0.722907488934269
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.9663481418110329;0.964649768397637;0.7123348018146296
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.9681966018516215;0.9606284454129068;0.6787077827600656
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9792543582888636;0.9745628028804255;0.7262848751310385
model : layers: [40, 50, 50, 10] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9622056061605994;0.9571682332965173;0.7248164463498343
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9765311792096673;0.9639016183435131;0.7036710720055254
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9717779927881258;0.9623117925107819;0.7232011746905098
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9516594840428815;0.9529598733556736;0.7237885462029915
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.956099086303517;0.9543626655767957;0.6922173274071031
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.975210850889748;0.9665201540848587;0.6995594714181539
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.9757554855676187;0.9636210601222557;0.7058737151948365
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9732138524041158;0.9692322100545518;0.7070484582022949
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.975788492751022;0.9700738858331591;0.6886930984372435
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9749137759730051;0.9645562515918326;0.7162995593838405
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9736099497229709;0.9699803656828501;0.7158590308895195
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9386212463962529;0.9321051150669075;0.7392070485281699
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9549933101589804;0.9492191130515402;0.7105726871721545
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.9692858724320956;0.9615636396305516;0.7242290748373528
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.969434408751318;0.9618441962185761;0.7186490454687771
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9813998908331272;0.9745628045136585;0.7211453743968241
model : layers: [40, 50, 50, 20] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9810037931257022;0.9703544418247468;0.7168869310363624
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9734614144740371;0.9639951367825507;0.7449339206523307
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9747817427949401;0.9685775762097958;0.7118942730752382
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9536564776620454;0.9447301937746041;0.741116005803695
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9539700564675736;0.9432338880921819;0.7017621144849299
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.9778350035837453;0.9696998119209319;0.7199706313893659
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.9750127995988664;0.9668007123061162;0.7497797357353345
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9763496340199599;0.9701674059834682;0.735389133574504
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9775049206454689;0.9725053846183912;0.7330396476296076
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9757224760154151;0.9686710963601048;0.7268722466260151
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9750788155996337;0.9703544429395817;0.722907488934269
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9548117664989594;0.9490320749805917;0.7105726872771847
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9409483238331399;0.9317310433843501;0.7146842878820613
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.955620466397746;0.9501543022914474;0.7447870778792405
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.9722896219490168;0.965023843424699;0.7177679883050848
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9830833087907355;0.9768072669392137;0.7396475771450262
model : layers: [40, 50, 50, 30] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9819940390493753;0.972505385733226;0.7108663730509306
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9746992241379899;0.9637145769280602;0.6795888399062527
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.976481666555655;0.9725053885593323;0.7001468429306356
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9529963152196628;0.9486579954941904;0.6894273128453505
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: SGD;0.9572213672674392;0.949312627627675;0.697797356898214
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.9776039465879934;0.9682970202182081;0.698531571288816
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adam;0.9773893932272268;0.9704479630898908;0.7140969162470444
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9783961417146131;0.9652108887030547;0.6806167400355906
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: RMSprop;0.9774884169573625;0.971850749140402;0.7258443466192125
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9787757373039506;0.9666136764648374;0.698972099800642
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adadelta;0.9751448330700804;0.9721313062468246;0.7155653450282484
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9544816838007109;0.947255212191747;0.7262848752360687
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adagrad;0.9544156673139853;0.9454783471732325;0.7502202643696957
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.9705731928701697;0.9657720035123366;0.7179148310781751
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Adamax;0.9693848953673848;0.9618441962185761;0.7038179148836458
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9815484263742262;0.9723183432029382;0.7353891336970392
model : layers: [40, 50, 50, 40] ['relu', 'relu', 'relu', 'relu'] optimizer: Nadam;0.9807397262363954;0.9725989020206324;0.7218795887874262
